File_ID,Department,File_Type,Size_GB,Days_Since_Access,Storage_Tier,Proposed_Tier,Potential_Savings
F02416,Sales,Log,0.55,783,S3 IA,Glacier,0.0047
F00804,Sales,Log,0.54,629,S3 IA,Glacier,0.0046
F01487,Finance,Document,0.54,547,S3 IA,Glacier,0.0046
F02842,Engineering,Document,0.24,564,S3 Standard,Glacier,0.0045
F00403,HR,Document,0.24,496,S3 Standard,Glacier,0.0045
F00298,Marketing,Other,0.53,241,S3 IA,Glacier,0.0045
F00229,Marketing,Other,0.53,604,S3 IA,Glacier,0.0045
F00494,HR,Media,0.24,333,S3 Standard,Glacier,0.0045
F02344,Marketing,Backup,0.24,536,S3 Standard,Glacier,0.0045
F02011,Sales,Backup,0.53,292,S3 IA,Glacier,0.0045
F01425,Marketing,Backup,0.24,402,S3 Standard,Glacier,0.0045
F00984,Finance,Media,0.24,595,S3 Standard,Glacier,0.0045
F02375,Marketing,Document,0.53,693,S3 IA,Glacier,0.0045
F01241,HR,Media,0.23,219,S3 Standard,Glacier,0.0044
F01879,Finance,Media,0.22,759,S3 Standard,Glacier,0.0042
F00004,Sales,Other,0.22,695,S3 Standard,Glacier,0.0042
F02680,Sales,Backup,0.5,615,S3 IA,Glacier,0.0042
F01390,Engineering,Document,0.49,344,S3 IA,Glacier,0.0041
F01714,Finance,Media,0.48,887,S3 IA,Glacier,0.0041
F02910,Sales,Document,0.48,339,S3 IA,Glacier,0.0041
F02187,Engineering,Backup,0.21,707,S3 Standard,Glacier,0.004
F00269,Sales,Media,0.21,427,S3 Standard,Glacier,0.004
F00094,Marketing,Other,0.46,799,S3 IA,Glacier,0.004
F02610,HR,Backup,0.47,617,S3 IA,Glacier,0.004
F00565,Engineering,Other,0.47,688,S3 IA,Glacier,0.004
F00929,HR,Media,0.45,848,S3 IA,Glacier,0.0038
F00720,Finance,Document,0.2,322,S3 Standard,Glacier,0.0038
F02663,Marketing,Other,0.2,832,S3 Standard,Glacier,0.0038
F02403,Finance,Media,0.43,335,S3 IA,Glacier,0.0037
F01489,Sales,Media,0.44,688,S3 IA,Glacier,0.0037
F02325,Finance,Other,0.43,668,S3 IA,Glacier,0.0037
F02216,Sales,Document,0.19,863,S3 Standard,Glacier,0.0036
F00377,Engineering,Log,0.19,738,S3 Standard,Glacier,0.0036
F02736,Marketing,Media,0.19,676,S3 Standard,Glacier,0.0036
F02289,Engineering,Media,0.19,382,S3 Standard,Glacier,0.0036
F00112,Marketing,Log,0.42,203,S3 IA,Glacier,0.0035
F01165,Finance,Backup,0.42,254,S3 IA,Glacier,0.0035
F01704,Finance,Backup,0.18,343,S3 Standard,Glacier,0.0034
F01924,Marketing,Log,0.18,822,S3 Standard,Glacier,0.0034
F02349,Finance,Media,0.4,696,S3 IA,Glacier,0.0034
F00342,Engineering,Backup,0.18,381,S3 Standard,Glacier,0.0034
F02226,HR,Backup,0.4,420,S3 IA,Glacier,0.0034
F02639,Marketing,Other,0.18,233,S3 Standard,Glacier,0.0034
F01288,Finance,Log,0.4,369,S3 IA,Glacier,0.0034
F01031,Sales,Document,0.18,487,S3 Standard,Glacier,0.0034
F00875,HR,Log,0.17,771,S3 Standard,Glacier,0.0032
F01653,Marketing,Backup,0.17,567,S3 Standard,Glacier,0.0032
F02902,Finance,Document,0.17,840,S3 Standard,Glacier,0.0032
F00574,Marketing,Media,0.16,254,S3 Standard,Glacier,0.0031
F02505,Sales,Other,0.37,300,S3 IA,Glacier,0.0031
F00260,Finance,Backup,0.36,289,S3 IA,Glacier,0.0031
F00395,Sales,Media,0.16,485,S3 Standard,Glacier,0.0031
F02327,Finance,Log,0.36,239,S3 IA,Glacier,0.0031
F02361,Finance,Backup,0.36,720,S3 IA,Glacier,0.0031
F02413,Marketing,Media,0.37,361,S3 IA,Glacier,0.0031
F02474,Marketing,Media,0.15,605,S3 Standard,Glacier,0.0028
F01043,Marketing,Backup,0.15,809,S3 Standard,Glacier,0.0028
F02080,Engineering,Other,0.15,203,S3 Standard,Glacier,0.0028
F01797,Marketing,Media,0.15,655,S3 Standard,Glacier,0.0028
F01713,Finance,Media,0.15,712,S3 Standard,Glacier,0.0028
F00272,HR,Log,0.33,412,S3 IA,Glacier,0.0028
F01963,Sales,Backup,0.33,517,S3 IA,Glacier,0.0028
F02026,Sales,Other,0.31,277,S3 IA,Glacier,0.0027
F01738,Sales,Other,0.32,765,S3 IA,Glacier,0.0027
F00153,HR,Backup,0.32,187,S3 IA,Glacier,0.0027
F01569,Engineering,Other,0.31,738,S3 IA,Glacier,0.0027
F01483,Marketing,Media,0.32,753,S3 IA,Glacier,0.0027
F01656,Finance,Log,0.32,649,S3 IA,Glacier,0.0027
F00233,Engineering,Other,0.3,858,S3 IA,Glacier,0.0026
F02761,Engineering,Other,0.14,612,S3 Standard,Glacier,0.0026
F00561,HR,Document,0.3,776,S3 IA,Glacier,0.0026
F01116,Engineering,Backup,0.14,799,S3 Standard,Glacier,0.0026
F01901,Sales,Log,0.13,819,S3 Standard,Glacier,0.0025
F01755,Marketing,Log,0.13,883,S3 Standard,Glacier,0.0025
F00902,HR,Media,0.29,742,S3 IA,Glacier,0.0024
F02681,Finance,Document,0.28,669,S3 IA,Glacier,0.0024
F00557,Marketing,Media,0.29,654,S3 IA,Glacier,0.0024
F02628,Marketing,Document,0.28,264,S3 IA,Glacier,0.0024
F00513,HR,Other,0.29,516,S3 IA,Glacier,0.0024
F02016,HR,Backup,0.28,393,S3 IA,Glacier,0.0024
F01607,HR,Other,0.12,540,S3 Standard,Glacier,0.0023
F02588,HR,Other,0.12,202,S3 Standard,Glacier,0.0023
F00483,Finance,Other,0.27,363,S3 IA,Glacier,0.0023
F01466,Marketing,Other,0.26,439,S3 IA,Glacier,0.0022
F02442,Finance,Media,0.11,202,S3 Standard,Glacier,0.0021
F02136,HR,Media,0.25,283,S3 IA,Glacier,0.0021
F01502,Finance,Other,0.11,322,S3 Standard,Glacier,0.0021
F01651,Engineering,Backup,0.25,512,S3 IA,Glacier,0.0021
F01188,Marketing,Media,0.25,306,S3 IA,Glacier,0.0021
F00771,Sales,Log,0.11,573,S3 Standard,Glacier,0.0021
F02947,Engineering,Other,0.24,485,S3 IA,Glacier,0.002
F00152,HR,Backup,0.1,653,S3 Standard,Glacier,0.0019
F00002,Sales,Other,0.1,792,S3 Standard,Glacier,0.0019
F00873,HR,Backup,0.1,340,S3 Standard,Glacier,0.0019
F02851,Marketing,Other,0.1,322,S3 Standard,Glacier,0.0019
F01140,Engineering,Media,0.21,299,S3 IA,Glacier,0.0018
F02831,Sales,Backup,0.21,245,S3 IA,Glacier,0.0018
F01873,Marketing,Log,0.21,216,S3 IA,Glacier,0.0018
F00149,Finance,Media,0.21,843,S3 IA,Glacier,0.0018
F00937,HR,Backup,0.09,709,S3 Standard,Glacier,0.0017
F01927,Sales,Document,0.09,334,S3 Standard,Glacier,0.0017
F02815,Engineering,Other,0.2,483,S3 IA,Glacier,0.0017
F01500,Engineering,Document,0.09,569,S3 Standard,Glacier,0.0017
F02243,Engineering,Document,0.09,568,S3 Standard,Glacier,0.0017
F02598,HR,Backup,0.09,479,S3 Standard,Glacier,0.0017
F01318,Finance,Other,0.19,192,S3 IA,Glacier,0.0016
F01456,Sales,Media,0.19,626,S3 IA,Glacier,0.0016
F01977,Sales,Log,0.08,876,S3 Standard,Glacier,0.0015
F01229,Marketing,Backup,0.08,625,S3 Standard,Glacier,0.0015
F02909,HR,Other,0.08,295,S3 Standard,Glacier,0.0015
F00429,Sales,Other,0.08,381,S3 Standard,Glacier,0.0015
F01154,HR,Media,0.16,181,S3 IA,Glacier,0.0014
F01210,Sales,Media,0.16,732,S3 IA,Glacier,0.0014
F02866,Sales,Other,0.16,546,S3 IA,Glacier,0.0014
F02960,HR,Media,0.07,436,S3 Standard,Glacier,0.0013
F02948,HR,Backup,0.07,411,S3 Standard,Glacier,0.0013
F01077,Sales,Document,0.15,836,S3 IA,Glacier,0.0013
F00884,Marketing,Log,0.07,884,S3 Standard,Glacier,0.0013
F00570,Marketing,Log,0.07,379,S3 Standard,Glacier,0.0013
F02552,Sales,Other,0.07,740,S3 Standard,Glacier,0.0013
F00572,Finance,Log,0.15,522,S3 IA,Glacier,0.0013
F01507,HR,Backup,0.07,787,S3 Standard,Glacier,0.0013
F01915,Marketing,Document,0.06,389,S3 Standard,Glacier,0.0012
F00805,Finance,Media,0.06,655,S3 Standard,Glacier,0.0012
F00164,HR,Document,0.14,547,S3 IA,Glacier,0.0012
F00702,Marketing,Log,0.14,470,S3 IA,Glacier,0.0012
F00245,Marketing,Other,0.13,410,S3 IA,Glacier,0.0011
F01552,Marketing,Backup,0.05,502,S3 Standard,Glacier,0.001
F00547,Sales,Backup,0.12,415,S3 IA,Glacier,0.001
F02215,Sales,Other,0.11,253,S3 IA,Glacier,0.001
F00476,Sales,Document,0.05,798,S3 Standard,Glacier,0.001
F02230,Marketing,Backup,0.05,490,S3 Standard,Glacier,0.001
F01132,HR,Other,0.12,473,S3 IA,Glacier,0.001
F01376,Finance,Other,0.05,679,S3 Standard,Glacier,0.001
F00180,HR,Document,0.11,269,S3 IA,Glacier,0.001
F02673,HR,Media,0.1,737,S3 IA,Glacier,0.0009
F00495,Sales,Media,0.1,301,S3 IA,Glacier,0.0009
F01419,Engineering,Log,0.08,225,S3 IA,Glacier,0.0007
F00988,Engineering,Media,0.04,723,S3 Standard,Glacier,0.0007
F02211,Finance,Log,0.08,789,S3 IA,Glacier,0.0007
F02261,Finance,Other,0.08,613,S3 IA,Glacier,0.0007
F00480,Sales,Backup,0.04,187,S3 Standard,Glacier,0.0007
F01014,HR,Other,0.09,269,S3 IA,Glacier,0.0007
F02638,Marketing,Other,0.03,870,S3 Standard,Glacier,0.0006
F00621,Sales,Media,0.03,562,S3 Standard,Glacier,0.0006
F00017,Engineering,Document,0.07,790,S3 IA,Glacier,0.0006
F01932,Sales,Backup,0.06,586,S3 IA,Glacier,0.0006
F02907,Marketing,Backup,0.03,400,S3 Standard,Glacier,0.0006
F02335,HR,Log,0.03,847,S3 Standard,Glacier,0.0006
F01187,HR,Other,0.07,479,S3 IA,Glacier,0.0006
F02419,Sales,Media,0.06,741,S3 IA,Glacier,0.0006
F01902,Sales,Backup,0.02,444,S3 Standard,Glacier,0.0004
F00338,Engineering,Document,0.05,414,S3 IA,Glacier,0.0004
F02081,Finance,Log,0.05,598,S3 IA,Glacier,0.0004
F01931,Engineering,Media,0.02,386,S3 Standard,Glacier,0.0004
F00120,Finance,Other,0.02,518,S3 Standard,Glacier,0.0004
F00946,Marketing,Other,0.03,835,S3 IA,Glacier,0.0003
F00374,Marketing,Log,0.04,823,S3 IA,Glacier,0.0003
F02229,Engineering,Media,0.01,448,S3 Standard,Glacier,0.0002
F01394,Marketing,Media,0.01,193,S3 Standard,Glacier,0.0002
F00899,HR,Log,0.01,418,S3 Standard,Glacier,0.0002
F01758,Finance,Other,0.01,381,S3 Standard,Glacier,0.0002
F02085,Engineering,Document,0.02,364,S3 IA,Glacier,0.0001
F01432,Sales,Backup,0.02,711,S3 IA,Glacier,0.0001
F00629,Engineering,Document,0.01,793,S3 IA,Glacier,0.0001
F01401,Marketing,Backup,0.01,863,S3 IA,Glacier,0.0001
F02143,HR,Document,0.02,242,S3 IA,Glacier,0.0001
F00694,HR,Document,0.01,318,S3 IA,Glacier,0.0001
F01222,Engineering,Other,0.0,357,S3 Standard,Glacier,0.0
F01090,HR,Other,0.0,683,S3 Standard,Glacier,0.0
